ID,LABEL,Parent,definition,PMID,has microbe depleted in diseased host,has microbe expanded in diseased host,term editor
OHMI:0000582,expansion of Acinetobacter in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Acinetobacter up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_469,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000583,expansion of Perlucidibaca in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Perlucidibaca up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_661182,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000584,expansion of Actinobacillus in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Actinobacillus up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_713,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000585,expansion of Ehrlichia in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Ehrlichia up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_943,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000586,expansion of Sphingomonas in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Sphingomonas up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_13687,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000587,expansion of Comamonas in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Comamonas up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_283,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000588,expansion of Enterobacteriaceae in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Enterobacteriaceae up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_543,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000589,expansion of Pseudomonas in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Pseudomonas up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,,http://purl.obolibrary.org/obo/NCBITaxon_286,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000590,expansion of Moraxella in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Moraxella up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:26917613,,http://purl.obolibrary.org/obo/NCBITaxon_475,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000591,expansion of Haemophilus influenzae in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Haemophilus influenzae up-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:15805181,,http://purl.obolibrary.org/obo/NCBITaxon_727,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000592,depletion of Actinobacteria in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Actinobacteria down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358;PMID:29269441;PMID:28841671,http://purl.obolibrary.org/obo/NCBITaxon_201174,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000593,depletion of Clostridia in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Clostridia down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,http://purl.obolibrary.org/obo/NCBITaxon_186801,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000594,depletion of Bacilli in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Bacilli down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,http://purl.obolibrary.org/obo/NCBITaxon_91061,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000595,depletion of Bacteroidia in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Bacteroidia down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,http://purl.obolibrary.org/obo/NCBITaxon_200643,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000596,depletion of Epsilonproteobacteria in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Epsilonproteobacteria down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,http://purl.obolibrary.org/obo/NCBITaxon_186817,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000597,depletion of Moraxella  in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Moraxella  down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358;PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_475,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000598,depletion of Campylobacter in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Campylobacter down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:24850358,http://purl.obolibrary.org/obo/NCBITaxon_194,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000599,depletion of Spirochaetota in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Spirochaetota down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:29386298,http://purl.obolibrary.org/obo/NCBITaxon_203691,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000600,depletion of Cardiobacteria in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Cardiobacteria down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_95818,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000601,depletion of Dialister in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Dialister down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_39948,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000602,depletion of Slackia in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Slackia down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_2717,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000603,depletion of Mogibacterium in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Mogibacterium down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_86331,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000604,depletion of Treponema in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Treponema down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_84108,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000605,depletion of Aggregatibacter in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Aggregatibacter down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_416916,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000606,depletion of Bulleidia in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Bulleidia down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_118747,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000607,depletion of Megasphaera in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Megasphaera down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_906,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000608,depletion of Prevotella in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Prevotella down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_838,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000609,depletion of Veillonella in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Veillonella down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_29465,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000610,depletion of Firmicutes in lung of exacerbation COPD patient compared to stable COPD,bacterial change in lung of exacerbation COPD patient compared to stable COPD,Firmicutes down-regulated in the lung of exacerbation COPD patient compared to stable COPD.,PMID:31234826,http://purl.obolibrary.org/obo/NCBITaxon_1239,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000611,expansion of Prevotella in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Prevotella up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:27428540,,http://purl.obolibrary.org/obo/NCBITaxon_838,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000612,expansion of Acinetobacter in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Acinetobacter up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:27428540,,http://purl.obolibrary.org/obo/NCBITaxon_469,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000613,expansion of Haemophilus in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Haemophilus up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:29386298,,http://purl.obolibrary.org/obo/NCBITaxon_724,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000614,expansion of Proteobacteria in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Proteobacteria up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:29386298,,http://purl.obolibrary.org/obo/NCBITaxon_1224,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000615,expansion of Nocardioides in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Nocardioides up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_1839,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000616,expansion of Pontibacillus in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Pontibacillus up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_289201,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000617,expansion of Clostridium  in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Clostridium  up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_1485,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000618,expansion of Balneimonas  in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Balneimonas  up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_186650,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000619,expansion of Aeromonas in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Aeromonas up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_642,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000620,expansion of Desulfobulbaceae in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Desulfobulbaceae up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_213121,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000621,expansion of Desulfobacterales in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Desulfobacterales up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_213118,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000622,expansion of Aeromonadales in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Aeromonadales up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_135624,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000623,expansion of Aeromonadaceae in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Aeromonadaceae up-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:23071781,,http://purl.obolibrary.org/obo/NCBITaxon_84642,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000624,depletion of Prevotella in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Prevotella down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:29386298,http://purl.obolibrary.org/obo/NCBITaxon_838,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000625,depletion of Veillonella in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Veillonella down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:29386298,http://purl.obolibrary.org/obo/NCBITaxon_29465,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000626,depletion of Bacteroidetes in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Bacteroidetes down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:29386298,http://purl.obolibrary.org/obo/NCBITaxon_976,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000627,depletion of Moraxellaceae in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Moraxellaceae down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_468,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000628,depletion of Oribacterium in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Oribacterium down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_265975,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000629,depletion of Eikenella in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Eikenella down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_538,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000630,depletion of Moraxella in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Moraxella down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_475,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000631,depletion of Actinobacillus in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Actinobacillus down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_713,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000632,depletion of Firmicutes in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Firmicutes down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_1239,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000633,depletion of Proteobacteria in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Proteobacteria down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_1224,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000634,depletion of Haemophilus parahaemolyticus in lung of severe COPD patient compared to mild-moderate COPD,bacterial change in lung of severe COPD patient compared to mild-moderate COPD,Haemophilus parahaemolyticus down-regulated in the lung of severe COPD patient compared to mild-moderate COPD.,PMID:25253795,http://purl.obolibrary.org/obo/NCBITaxon_735,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000637,expansion of Proteobacteria in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Proteobacteria up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974,,http://purl.obolibrary.org/obo/NCBITaxon_1224,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000638,expansion of Actinobacteria in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Actinobacteria up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974,,http://purl.obolibrary.org/obo/NCBITaxon_201174,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000639,expansion of Haemophilus in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Haemophilus up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:38778224;PMID:35983167;PMID:37029178,,http://purl.obolibrary.org/obo/NCBITaxon_724,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000640,expansion of Moraxella in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Moraxella up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:36883945;PMID:38778224;PMID:35983167;PMID:37029178,,http://purl.obolibrary.org/obo/NCBITaxon_475,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000641,expansion of Pseudomonas in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Pseudomonas up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:35983167;PMID:37029178,,http://purl.obolibrary.org/obo/NCBITaxon_286,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000642,expansion of Enterobacteriaceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Enterobacteriaceae up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974,,http://purl.obolibrary.org/obo/NCBITaxon_543,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000643,expansion of Streptococcus in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Streptococcus up-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:36883945;PMID:33208745;PMID:38778224;PMID:35983167,,http://purl.obolibrary.org/obo/NCBITaxon_1301,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000644,expansion of Desulfovibrionaceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Desulfovibrionaceae up-regulated in the gut of COPD patient compared to healthy human.,PMID:38331563,,http://purl.obolibrary.org/obo/NCBITaxon_194924,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000645,expansion of Fusobacteriaceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Fusobacteriaceae up-regulated in the gut of COPD patient compared to healthy human.,PMID:36883945,,http://purl.obolibrary.org/obo/NCBITaxon_203492,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000646,expansion of Prevotellaceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Prevotellaceae up-regulated in the gut of COPD patient compared to healthy human.,PMID:36883945,,http://purl.obolibrary.org/obo/NCBITaxon_171552,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000647,expansion of Bacteroidaceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Bacteroidaceae up-regulated in the gut of COPD patient compared to healthy human.,PMID:36883945,,http://purl.obolibrary.org/obo/NCBITaxon_815,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000648,expansion of Rothia in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Rothia up-regulated in the gut of COPD patient compared to healthy human.,PMID:33208745,,http://purl.obolibrary.org/obo/NCBITaxon_32207,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000649,expansion of Klebsiella in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Klebsiella up-regulated in the gut of COPD patient compared to healthy human.,PMID:37029178,,http://purl.obolibrary.org/obo/NCBITaxon_573,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000650,depletion of Bacteroidetes in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Bacteroidetes down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:33687943;PMID:36883945,http://purl.obolibrary.org/obo/NCBITaxon_976,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000651,depletion of Firmicutes in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Firmicutes down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:33687943;PMID:36883945,http://purl.obolibrary.org/obo/NCBITaxon_1239,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000652,depletion of Prevotella in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Prevotella down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:36883945;PMID:38778224;PMID:37029178,http://purl.obolibrary.org/obo/NCBITaxon_838,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000653,depletion of Veillonella in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Veillonella down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:37029178,http://purl.obolibrary.org/obo/NCBITaxon_29465,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000654,depletion of Bifidobacterium in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Bifidobacterium down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974;PMID:38778224;PMID:35983167,http://purl.obolibrary.org/obo/NCBITaxon_1678,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000655,depletion of Faecalibacterium in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Faecalibacterium down-regulated in the gut of COPD patient compared to healthy human.,PMID:37240974,http://purl.obolibrary.org/obo/NCBITaxon_216851,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000656,depletion of Parabacteroides goldsteinii in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Parabacteroides goldsteinii down-regulated in the gut of COPD patient compared to healthy human.,PMID:33687943,http://purl.obolibrary.org/obo/NCBITaxon_328812,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000657,depletion of Lachnospiraceae in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Lachnospiraceae down-regulated in the gut of COPD patient compared to healthy human.,PMID:38331563;PMID:36883945;PMID:33208745;​​PMID:35983167,http://purl.obolibrary.org/obo/NCBITaxon_186803,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000658,depletion of Clostridium in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Clostridium down-regulated in the gut of COPD patient compared to healthy human.,PMID:38778224,http://purl.obolibrary.org/obo/NCBITaxon_1485,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000659,depletion of Propionibacterium in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Propionibacterium down-regulated in the gut of COPD patient compared to healthy human.,PMID:38778224,http://purl.obolibrary.org/obo/NCBITaxon_1743,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000660,depletion of Lactobacillus in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Lactobacillus down-regulated in the gut of COPD patient compared to healthy human.,PMID:37029178,http://purl.obolibrary.org/obo/NCBITaxon_1578,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000661,depletion of Gemella in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Gemella down-regulated in the gut of COPD patient compared to healthy human.,PMID:37029178,http://purl.obolibrary.org/obo/NCBITaxon_1378,,Yang Wang|Jie Zheng|Yongqun He
OHMI:0000662,depletion of Neisseria in gut of COPD patient compared to healthy human,bacterial change in gut of COPD patient compared to healthy human,Neisseria down-regulated in the gut of COPD patient compared to healthy human.,PMID:37029178,http://purl.obolibrary.org/obo/NCBITaxon_482,,Yang Wang|Jie Zheng|Yongqun He